obf-class	obf-field	obf-signature	cb-field	cb-signature
iv	a	Ljava/util/logging/Logger;	logger	Ljava/util/logging/Logger;
iv	b	Lce;	networkManager	Lnet/minecraft/server/INetworkManager;
iv	c	Z	disconnected	Z
iv	e	Lnet/minecraft/server/MinecraftServer;	minecraftServer	Lnet/minecraft/server/MinecraftServer;
iv	d	Liq;	player	Lnet/minecraft/server/EntityPlayer;
iv	f	I	f	I
iv	g	I	g	I
iv	h	Z	h	Z
iv	i	I	i	I
iv	j	J	j	J
iv	k	Ljava/util/Random;	k	Ljava/util/Random;
iv	l	J	l	J
iv	m	I	m	I
iv	n	I	x	I
iv	o	D	y	D
iv	p	D	z	D
iv	q	D	q	D
iv	r	Z	checkMovement	Z
iv	s	Ljz;	s	Lnet/minecraft/server/IntHashMap;
iw	a	Ljava/util/logging/Logger;	a	Ljava/util/logging/Logger;
iw	c	Lnet/minecraft/server/MinecraftServer;	c	Lnet/minecraft/server/MinecraftServer;
iw	d	Ljava/util/List;	d	Ljava/util/List;
iw	b	Z	b	Z
ix	a	Ljava/io/ByteArrayOutputStream;	buffer	Ljava/io/ByteArrayOutputStream;
ix	b	Ljava/io/DataOutputStream;	stream	Ljava/io/DataOutputStream;
iy	a	[C	a	[C
iz	a	Liz;	instance	Lnet/minecraft/server/RemoteControlCommandListener;
iz	b	Ljava/lang/StringBuffer;	b	Ljava/lang/StringBuffer;
j	a	Li;	a	Lnet/minecraft/server/CrashReportSuspiciousClasses;
ja	a	Z	running	Z
ja	b	Lgn;	server	Lnet/minecraft/server/IMinecraftServer;
ja	c	Ljava/lang/Thread;	thread	Ljava/lang/Thread;
ja	d	I	d	I
ja	e	Ljava/util/List;	e	Ljava/util/List;
ja	f	Ljava/util/List;	f	Ljava/util/List;
jb	g	J	clearedTime	J
jb	h	I	bindPort	I
jb	i	I	serverPort	I
jb	j	I	maxPlayers	I
jb	k	Ljava/lang/String;	localAddress	Ljava/lang/String;
jb	l	Ljava/lang/String;	worldName	Ljava/lang/String;
jb	m	Ljava/net/DatagramSocket;	socket	Ljava/net/DatagramSocket;
jb	n	[B	n	[B
jb	o	Ljava/net/DatagramPacket;	o	Ljava/net/DatagramPacket;
jb	p	Ljava/util/Map;	p	Ljava/util/Map;
jb	q	Ljava/lang/String;	hostname	Ljava/lang/String;
jb	r	Ljava/lang/String;	motd	Ljava/lang/String;
jb	s	Ljava/util/Map;	challenges	Ljava/util/Map;
jb	t	J	t	J
jb	u	Lix;	cachedReply	Lnet/minecraft/server/RemoteStatusReply;
jb	v	J	cacheTime	J
jc	b	J	time	J
jc	c	I	token	I
jc	d	[B	identity	[B
jc	e	[B	response	[B
jc	f	Ljava/lang/String;	f	Ljava/lang/String;
jc	a	Ljb;	a	Lnet/minecraft/server/RemoteStatusListener;
jd	g	Z	g	Z
jd	h	Ljava/net/Socket;	h	Ljava/net/Socket;
jd	i	[B	i	[B
jd	j	Ljava/lang/String;	j	Ljava/lang/String;
jf	g	I	g	I
jf	h	I	h	I
jf	i	Ljava/lang/String;	i	Ljava/lang/String;
jf	j	Ljava/net/ServerSocket;	j	Ljava/net/ServerSocket;
jf	k	Ljava/lang/String;	k	Ljava/lang/String;
jf	l	Ljava/util/Map;	l	Ljava/util/Map;
jg	a	I	a	I
jg	b	I	b	I
jg	c	Ljg;	c	Lnet/minecraft/server/Achievement;
jg	k	Ljava/lang/String;	k	Ljava/lang/String;
jg	d	Lum;	d	Lnet/minecraft/server/ItemStack;
jg	m	Z	m	Z
jh	a	I	a	I
jh	b	I	b	I
jh	c	I	c	I
jh	d	I	d	I
jh	e	Ljava/util/List;	e	Ljava/util/List;
jh	f	Ljg;	f	Lnet/minecraft/server/Achievement;
jh	g	Ljg;	g	Lnet/minecraft/server/Achievement;
jh	h	Ljg;	h	Lnet/minecraft/server/Achievement;
jh	i	Ljg;	i	Lnet/minecraft/server/Achievement;
jh	j	Ljg;	j	Lnet/minecraft/server/Achievement;
jh	k	Ljg;	k	Lnet/minecraft/server/Achievement;
jh	l	Ljg;	l	Lnet/minecraft/server/Achievement;
jh	m	Ljg;	m	Lnet/minecraft/server/Achievement;
jh	n	Ljg;	n	Lnet/minecraft/server/Achievement;
jh	o	Ljg;	o	Lnet/minecraft/server/Achievement;
jh	p	Ljg;	p	Lnet/minecraft/server/Achievement;
jh	q	Ljg;	q	Lnet/minecraft/server/Achievement;
jh	r	Ljg;	r	Lnet/minecraft/server/Achievement;
jh	s	Ljg;	s	Lnet/minecraft/server/Achievement;
jh	t	Ljg;	t	Lnet/minecraft/server/Achievement;
jh	u	Ljg;	u	Lnet/minecraft/server/Achievement;
jh	v	Ljg;	v	Lnet/minecraft/server/Achievement;
jh	w	Ljg;	w	Lnet/minecraft/server/Achievement;
jh	x	Ljg;	x	Lnet/minecraft/server/Achievement;
jh	y	Ljg;	y	Lnet/minecraft/server/Achievement;
jh	z	Ljg;	z	Lnet/minecraft/server/Achievement;
jh	A	Ljg;	A	Lnet/minecraft/server/Achievement;
jh	B	Ljg;	B	Lnet/minecraft/server/Achievement;
jh	C	Ljg;	C	Lnet/minecraft/server/Achievement;
jh	D	Ljg;	D	Lnet/minecraft/server/Achievement;
jh	E	Ljg;	E	Lnet/minecraft/server/Achievement;
jh	F	Ljg;	F	Lnet/minecraft/server/Achievement;
jk	a	I	a	I
jl	e	I	e	I
jl	a	Ljava/lang/String;	a	Ljava/lang/String;
jl	f	Z	f	Z
jl	g	Ljava/lang/String;	g	Ljava/lang/String;
jl	b	Ljp;	b	Lnet/minecraft/server/Counter;
jl	c	Ljava/text/NumberFormat;	c	Ljava/text/NumberFormat;
jl	h	Ljp;	h	Lnet/minecraft/server/Counter;
jl	d	Ljava/text/DecimalFormat;	d	Ljava/text/DecimalFormat;
jl	i	Ljp;	i	Lnet/minecraft/server/Counter;
jl	j	Ljp;	j	Lnet/minecraft/server/Counter;
jq	a	Ljava/util/Map;	a	Ljava/util/Map;
jq	b	Ljava/util/List;	b	Ljava/util/List;
jq	c	Ljava/util/List;	c	Ljava/util/List;
jq	d	Ljava/util/List;	d	Ljava/util/List;
jq	e	Ljava/util/List;	e	Ljava/util/List;
jq	f	Ljl;	f	Lnet/minecraft/server/Statistic;
jq	g	Ljl;	g	Lnet/minecraft/server/Statistic;
jq	h	Ljl;	h	Lnet/minecraft/server/Statistic;
jq	i	Ljl;	i	Lnet/minecraft/server/Statistic;
jq	j	Ljl;	j	Lnet/minecraft/server/Statistic;
jq	k	Ljl;	k	Lnet/minecraft/server/Statistic;
jq	l	Ljl;	l	Lnet/minecraft/server/Statistic;
jq	m	Ljl;	m	Lnet/minecraft/server/Statistic;
jq	n	Ljl;	n	Lnet/minecraft/server/Statistic;
jq	o	Ljl;	o	Lnet/minecraft/server/Statistic;
jq	p	Ljl;	p	Lnet/minecraft/server/Statistic;
jq	q	Ljl;	q	Lnet/minecraft/server/Statistic;
jq	r	Ljl;	r	Lnet/minecraft/server/Statistic;
jq	s	Ljl;	s	Lnet/minecraft/server/Statistic;
jq	t	Ljl;	t	Lnet/minecraft/server/Statistic;
jq	u	Ljl;	u	Lnet/minecraft/server/Statistic;
jq	v	Ljl;	v	Lnet/minecraft/server/Statistic;
jq	w	Ljl;	w	Lnet/minecraft/server/Statistic;
jq	x	Ljl;	x	Lnet/minecraft/server/Statistic;
jq	y	Ljl;	y	Lnet/minecraft/server/Statistic;
jq	z	Ljl;	z	Lnet/minecraft/server/Statistic;
jq	A	Ljl;	A	Lnet/minecraft/server/Statistic;
jq	B	Ljl;	B	Lnet/minecraft/server/Statistic;
jq	C	[Ljl;	C	[Lnet/minecraft/server/Statistic;
jq	D	[Ljl;	D	[Lnet/minecraft/server/Statistic;
jq	E	[Ljl;	E	[Lnet/minecraft/server/Statistic;
jq	F	[Ljl;	F	[Lnet/minecraft/server/Statistic;
jq	G	Z	G	Z
jq	H	Z	H	Z
jr	a	Ljr;	a	Lnet/minecraft/server/AchievementMap;
jr	b	Ljava/util/Map;	b	Ljava/util/Map;
jt	a	Ljava/nio/charset/Charset;	a	Ljava/nio/charset/Charset;
jy	a	Ljava/util/Map;	a	Ljava/util/Map;
jz	a	[Lka;	a	[Lnet/minecraft/server/IntHashMapEntry;
jz	b	I	b	I
jz	c	I	c	I
jz	d	F	d	F
jz	e	I	e	I
jz	f	Ljava/util/Set;	f	Ljava/util/Set;
k	a	La;	a	Lnet/minecraft/server/CrashReport;
ka	a	I	a	I
ka	b	Ljava/lang/Object;	b	Ljava/lang/Object;
ka	c	Lka;	c	Lnet/minecraft/server/IntHashMapEntry;
ka	d	I	d	I
kc	a	[Lkd;	entries	[Lnet/minecraft/server/LongHashMapEntry;
kc	b	I	count	I
kc	c	I	c	I
kc	d	F	d	F
kc	e	I	e	I
kd	a	J	a	J
kd	b	Ljava/lang/Object;	b	Ljava/lang/Object;
kd	c	Lkd;	c	Lnet/minecraft/server/LongHashMapEntry;
kd	d	I	d	I
ke	a	[F	a	[F
kf	a	Z	a	Z
kf	b	Ljava/util/Map;	b	Ljava/util/Map;
kf	c	Ljava/util/Map;	c	Ljava/util/Map;
kf	d	Ljava/lang/Object;	d	Ljava/lang/Object;
kh	b	Ljava/util/List;	b	Ljava/util/List;
kh	c	Ljava/util/List;	c	Ljava/util/List;
kh	a	Z	a	Z
kh	d	Ljava/lang/String;	d	Ljava/lang/String;
kh	e	Ljava/util/Map;	e	Ljava/util/Map;
ki	a	D	a	D
ki	b	D	b	D
ki	c	Ljava/lang/String;	c	Ljava/lang/String;
km	a	Ljava/util/regex/Pattern;	a	Ljava/util/regex/Pattern;
kt	a	Ljava/lang/Object;	a	Ljava/lang/Object;
kt	b	Ljava/lang/Object;	b	Ljava/lang/Object;
kv	a	I	a	I
kw	b	I	b	I
kw	c	I	c	I
kw	d	I	d	I
kw	e	I	e	I
kz	a	Ljava/lang/String;	a	Ljava/lang/String;
kz	b	Lla;	left	Lnet/minecraft/server/IInventory;
kz	c	Lla;	right	Lnet/minecraft/server/IInventory;
l	a	La;	a	Lnet/minecraft/server/CrashReport;
l	b	Ljava/lang/String;	b	Ljava/lang/String;
l	c	Ljava/util/List;	c	Ljava/util/List;
l	d	[Ljava/lang/StackTraceElement;	d	[Ljava/lang/StackTraceElement;
ld	a	Ljava/lang/String;	a	Ljava/lang/String;
ld	b	I	b	I
ld	c	[Lum;	items	[Lnet/minecraft/server/ItemStack;
ld	d	Ljava/util/List;	d	Ljava/util/List;
le	a	Ljava/util/Map;	a	Ljava/util/Map;
le	b	Ljava/lang/String;	b	Ljava/lang/String;
le	c	Ljava/net/URL;	c	Ljava/net/URL;
le	d	Llg;	d	Lnet/minecraft/server/IMojangStatistics;
le	e	Ljava/util/Timer;	e	Ljava/util/Timer;
le	f	Ljava/lang/Object;	f	Ljava/lang/Object;
le	g	Z	g	Z
le	h	I	h	I
lf	a	Lle;	a	Lnet/minecraft/server/MojangStatisticsGenerator;
lh	a	Llh;	FIRE	Lnet/minecraft/server/DamageSource;
lh	b	Llh;	BURN	Lnet/minecraft/server/DamageSource;
lh	c	Llh;	LAVA	Lnet/minecraft/server/DamageSource;
lh	d	Llh;	STUCK	Lnet/minecraft/server/DamageSource;
lh	e	Llh;	DROWN	Lnet/minecraft/server/DamageSource;
lh	f	Llh;	STARVE	Lnet/minecraft/server/DamageSource;
lh	g	Llh;	CACTUS	Lnet/minecraft/server/DamageSource;
lh	h	Llh;	FALL	Lnet/minecraft/server/DamageSource;
lh	i	Llh;	OUT_OF_WORLD	Lnet/minecraft/server/DamageSource;
lh	j	Llh;	GENERIC	Lnet/minecraft/server/DamageSource;
lh	k	Llh;	EXPLOSION	Lnet/minecraft/server/DamageSource;
lh	l	Llh;	EXPLOSION2	Lnet/minecraft/server/DamageSource;
lh	m	Llh;	MAGIC	Lnet/minecraft/server/DamageSource;
lh	n	Llh;	WITHER	Lnet/minecraft/server/DamageSource;
lh	o	Llh;	ANVIL	Lnet/minecraft/server/DamageSource;
lh	p	Llh;	FALLING_BLOCK	Lnet/minecraft/server/DamageSource;
lh	r	Z	r	Z
lh	s	Z	s	Z
lh	t	F	t	F
lh	u	Z	u	Z
lh	v	Z	v	Z
lh	w	Z	w	Z
lh	x	Z	x	Z
lh	q	Ljava/lang/String;	translationIndex	Ljava/lang/String;
li	r	Llq;	r	Lnet/minecraft/server/Entity;
lj	s	Llq;	owner	Lnet/minecraft/server/Entity;
ll	a	[Lll;	byId	[Lnet/minecraft/server/MobEffectList;
ll	b	Lll;	b	Lnet/minecraft/server/MobEffectList;
ll	c	Lll;	FASTER_MOVEMENT	Lnet/minecraft/server/MobEffectList;
ll	d	Lll;	SLOWER_MOVEMENT	Lnet/minecraft/server/MobEffectList;
ll	e	Lll;	FASTER_DIG	Lnet/minecraft/server/MobEffectList;
ll	f	Lll;	SLOWER_DIG	Lnet/minecraft/server/MobEffectList;
ll	g	Lll;	INCREASE_DAMAGE	Lnet/minecraft/server/MobEffectList;
ll	h	Lll;	HEAL	Lnet/minecraft/server/MobEffectList;
ll	i	Lll;	HARM	Lnet/minecraft/server/MobEffectList;
ll	j	Lll;	JUMP	Lnet/minecraft/server/MobEffectList;
ll	k	Lll;	CONFUSION	Lnet/minecraft/server/MobEffectList;
ll	l	Lll;	REGENERATION	Lnet/minecraft/server/MobEffectList;
ll	m	Lll;	RESISTANCE	Lnet/minecraft/server/MobEffectList;
ll	n	Lll;	FIRE_RESISTANCE	Lnet/minecraft/server/MobEffectList;
ll	o	Lll;	WATER_BREATHING	Lnet/minecraft/server/MobEffectList;
ll	p	Lll;	INVISIBILITY	Lnet/minecraft/server/MobEffectList;
ll	q	Lll;	BLINDNESS	Lnet/minecraft/server/MobEffectList;
ll	r	Lll;	NIGHT_VISION	Lnet/minecraft/server/MobEffectList;
ll	s	Lll;	HUNGER	Lnet/minecraft/server/MobEffectList;
ll	t	Lll;	WEAKNESS	Lnet/minecraft/server/MobEffectList;
ll	u	Lll;	POISON	Lnet/minecraft/server/MobEffectList;
ll	v	Lll;	WITHER	Lnet/minecraft/server/MobEffectList;
ll	w	Lll;	w	Lnet/minecraft/server/MobEffectList;
ll	x	Lll;	x	Lnet/minecraft/server/MobEffectList;
ll	y	Lll;	y	Lnet/minecraft/server/MobEffectList;
ll	z	Lll;	z	Lnet/minecraft/server/MobEffectList;
ll	A	Lll;	A	Lnet/minecraft/server/MobEffectList;
ll	B	Lll;	B	Lnet/minecraft/server/MobEffectList;
ll	C	Lll;	C	Lnet/minecraft/server/MobEffectList;
ll	D	Lll;	D	Lnet/minecraft/server/MobEffectList;
ll	E	Lll;	E	Lnet/minecraft/server/MobEffectList;
ll	F	Lll;	F	Lnet/minecraft/server/MobEffectList;
ll	G	Lll;	G	Lnet/minecraft/server/MobEffectList;
ll	H	I	id	I
ll	I	Ljava/lang/String;	I	Ljava/lang/String;
ll	J	I	J	I
ll	K	Z	K	Z
ll	L	D	L	D
ll	M	Z	M	Z
ll	N	I	N	I
lm	a	I	effectId	I
lm	b	I	duration	I
lm	c	I	amplification	I
lm	d	Z	splash	Z
lm	e	Z	ambient	Z
lq	b	I	entityCount	I
lq	k	I	id	I
lq	l	D	l	D
lq	m	Z	m	Z
lq	n	Llq;	passenger	Lnet/minecraft/server/Entity;
lq	o	Llq;	vehicle	Lnet/minecraft/server/Entity;
lq	p	Lxv;	world	Lnet/minecraft/server/World;
lq	q	D	lastX	D
lq	r	D	lastY	D
lq	s	D	lastZ	D
lq	t	D	locX	D
lq	u	D	locY	D
lq	v	D	locZ	D
lq	w	D	motX	D
lq	x	D	motY	D
lq	y	D	motZ	D
lq	z	F	yaw	F
lq	A	F	pitch	F
lq	B	F	lastYaw	F
lq	C	F	lastPitch	F
lq	D	Lanw;	boundingBox	Lnet/minecraft/server/AxisAlignedBB;
lq	E	Z	onGround	Z
lq	F	Z	positionChanged	Z
lq	G	Z	G	Z
lq	H	Z	H	Z
lq	I	Z	velocityChanged	Z
lq	J	Z	J	Z
lq	K	Z	K	Z
lq	L	Z	dead	Z
lq	M	F	height	F
lq	N	F	width	F
lq	O	F	length	F
lq	P	F	P	F
lq	Q	F	Q	F
lq	R	F	R	F
lq	S	F	fallDistance	F
lq	c	I	c	I
lq	T	D	T	D
lq	U	D	U	D
lq	V	D	V	D
lq	W	F	W	F
lq	X	F	X	F
lq	Y	Z	Y	Z
lq	Z	F	Z	F
lq	aa	Ljava/util/Random;	random	Ljava/util/Random;
lq	ab	I	ticksLived	I
lq	ac	I	maxFireTicks	I
lq	d	I	fireTicks	I
lq	ad	Z	ad	Z
lq	ae	I	noDamageTicks	I
lq	e	Z	justCreated	Z
lq	af	Z	fireProof	Z
lq	ag	Lmj;	datawatcher	Lnet/minecraft/server/DataWatcher;
lq	f	D	f	D
lq	g	D	g	D
lq	ah	Z	ah	Z
lq	ai	I	ai	I
lq	aj	I	aj	I
lq	ak	I	ak	I
lq	al	Z	al	Z
lq	am	Z	am	Z
lq	an	I	portalCooldown	I
lq	ao	Z	ao	Z
lq	h	I	h	I
lq	ap	I	dimension	I
lq	aq	I	aq	I
lq	i	Z	invulnerable	Z
lq	ar	Llt;	ar	Lnet/minecraft/server/EnumEntitySize;
lr	a	Llq;	a	Lnet/minecraft/server/Entity;
ls	a	[I	a	[I
lt	a	Llt;	SIZE_1	Lnet/minecraft/server/EnumEntitySize;
lt	b	Llt;	SIZE_2	Lnet/minecraft/server/EnumEntitySize;
lt	c	Llt;	SIZE_3	Lnet/minecraft/server/EnumEntitySize;
lt	d	Llt;	SIZE_4	Lnet/minecraft/server/EnumEntitySize;
lt	e	Llt;	SIZE_5	Lnet/minecraft/server/EnumEntitySize;
lt	f	Llt;	SIZE_6	Lnet/minecraft/server/EnumEntitySize;
lt	g	[Llt;	g	[Lnet/minecraft/server/EnumEntitySize;
lv	b	Ljava/util/Map;	b	Ljava/util/Map;
lv	c	Ljava/util/Map;	c	Ljava/util/Map;
lv	d	Ljava/util/Map;	d	Ljava/util/Map;
lv	e	Ljava/util/Map;	e	Ljava/util/Map;
lv	f	Ljava/util/Map;	f	Ljava/util/Map;
lv	a	Ljava/util/HashMap;	a	Ljava/util/HashMap;
lw	a	I	a	I
lw	b	I	b	I
lw	c	I	c	I
lz	a	I	a	I
lz	b	I	b	I
lz	c	I	c	I
lz	d	I	d	I
lz	e	I	value	I
lz	f	Lqx;	targetPlayer	Lnet/minecraft/server/EntityHuman;
lz	g	I	targetTime	I
m	a	I	a	I
mb	e	I	e	I
mb	a	I	direction	I
mb	b	I	x	I
mb	c	I	y	I
mb	d	I	z	I
mc	e	F	e	F
md	b	[F	b	[F
md	c	[F	c	[F
md	d	[F	d	[F
md	as	[F	as	[F
md	at	I	maxNoDamageTicks	I
md	au	F	au	F
md	av	F	av	F
md	aw	F	aw	F
md	ax	F	ax	F
md	ay	F	ay	F
md	az	F	az	F
md	aA	F	aA	F
md	aB	F	aB	F
md	aC	F	aC	F
md	aD	F	aD	F
md	aE	Z	aE	Z
md	aF	Ljava/lang/String;	texture	Ljava/lang/String;
md	aG	Z	aG	Z
md	aH	F	aH	F
md	aI	Ljava/lang/String;	aI	Ljava/lang/String;
md	aJ	F	aJ	F
md	aK	I	aK	I
md	aL	F	aL	F
md	aM	F	aM	F
md	aN	F	aN	F
md	aO	F	aO	F
md	aP	F	aP	F
md	aQ	I	health	I
md	aR	I	aR	I
md	aS	I	aS	I
md	aT	I	aT	I
md	aU	I	hurtTicks	I
md	aV	I	aV	I
md	aW	F	aW	F
md	aX	I	deathTicks	I
md	aY	I	attackTicks	I
md	aZ	F	aZ	F
md	ba	F	ba	F
md	bb	Z	bb	Z
md	bc	I	bc	I
md	bd	I	bd	I
md	be	F	be	F
md	bf	F	bf	F
md	bg	F	bg	F
md	bh	F	bh	F
md	bi	Lqx;	killer	Lnet/minecraft/server/EntityHuman;
md	bj	I	lastDamageByPlayerTime	I
md	e	Lmd;	lastDamager	Lnet/minecraft/server/EntityLiving;
md	f	I	f	I
md	g	Lmd;	g	Lnet/minecraft/server/EntityLiving;
md	bk	I	bk	I
md	bl	Ljava/util/HashMap;	effects	Ljava/util/HashMap;
md	h	Z	updateEffects	Z
md	i	I	i	I
md	j	Lmp;	lookController	Lnet/minecraft/server/ControllerLook;
md	bI	Lmq;	moveController	Lnet/minecraft/server/ControllerMove;
md	bJ	Lmo;	jumpController	Lnet/minecraft/server/ControllerJump;
md	bK	Lmm;	senses	Lnet/minecraft/server/EntityAIBodyControl;
md	bL	Lon;	navigation	Lnet/minecraft/server/Navigation;
md	bm	Lnd;	goalSelector	Lnet/minecraft/server/PathfinderGoalSelector;
md	bn	Lnd;	targetSelector	Lnet/minecraft/server/PathfinderGoalSelector;
md	bM	Lmd;	bM	Lnet/minecraft/server/EntityLiving;
md	bN	Loo;	bN	Lnet/minecraft/server/EntitySenses;
md	bO	F	bO	F
md	bP	Ls;	bP	Lnet/minecraft/server/ChunkCoordinates;
md	bQ	F	bQ	F
md	bR	[Lum;	equipment	[Lnet/minecraft/server/ItemStack;
md	bo	[F	dropChances	[F
md	bS	[Lum;	bS	[Lnet/minecraft/server/ItemStack;
md	bp	Z	bp	Z
md	bq	I	bq	I
md	br	Z	canPickUpLoot	Z
md	bT	Z	persistent	Z
md	bs	I	bs	I
md	bt	D	bt	D
md	bu	D	bu	D
md	bv	D	bv	D
md	bw	D	bw	D
md	bx	D	bx	D
md	by	F	by	F
md	bz	I	lastDamage	I
md	bA	I	bA	I
md	bB	F	bB	F
md	bC	F	bC	F
md	bD	F	bD	F
md	bE	Z	bE	Z
md	bF	F	bF	F
md	bG	F	bG	F
md	bU	I	bU	I
md	bV	Llq;	bV	Lnet/minecraft/server/Entity;
md	bH	I	bH	I
me	a	Lme;	MONSTER	Lnet/minecraft/server/EnumCreatureType;
me	b	Lme;	CREATURE	Lnet/minecraft/server/EnumCreatureType;
me	c	Lme;	AMBIENT	Lnet/minecraft/server/EnumCreatureType;
me	d	Lme;	WATER_CREATURE	Lnet/minecraft/server/EnumCreatureType;
me	e	Ljava/lang/Class;	e	Ljava/lang/Class;
me	f	I	f	I
me	g	Lagb;	g	Lnet/minecraft/server/Material;
me	h	Z	h	Z
me	i	Z	i	Z
me	j	[Lme;	j	[Lnet/minecraft/server/EnumCreatureType;
mf	a	Lmf;	UNDEFINED	Lnet/minecraft/server/EnumMonsterType;
mf	b	Lmf;	UNDEAD	Lnet/minecraft/server/EnumMonsterType;
mf	c	Lmf;	ARTHROPOD	Lnet/minecraft/server/EnumMonsterType;
mf	d	[Lmf;	d	[Lnet/minecraft/server/EnumMonsterType;
mg	e	Lmh;	art	Lnet/minecraft/server/EnumArt;
mh	a	Lmh;	KEBAB	Lnet/minecraft/server/EnumArt;
mh	b	Lmh;	AZTEC	Lnet/minecraft/server/EnumArt;
mh	c	Lmh;	ALBAN	Lnet/minecraft/server/EnumArt;
mh	d	Lmh;	AZTEC2	Lnet/minecraft/server/EnumArt;
mh	e	Lmh;	BOMB	Lnet/minecraft/server/EnumArt;
mh	f	Lmh;	PLANT	Lnet/minecraft/server/EnumArt;
mh	g	Lmh;	WASTELAND	Lnet/minecraft/server/EnumArt;
mh	h	Lmh;	POOL	Lnet/minecraft/server/EnumArt;
mh	i	Lmh;	COURBET	Lnet/minecraft/server/EnumArt;
mh	j	Lmh;	SEA	Lnet/minecraft/server/EnumArt;
mh	k	Lmh;	SUNSET	Lnet/minecraft/server/EnumArt;
mh	l	Lmh;	CREEBET	Lnet/minecraft/server/EnumArt;
mh	m	Lmh;	WANDERER	Lnet/minecraft/server/EnumArt;
mh	n	Lmh;	GRAHAM	Lnet/minecraft/server/EnumArt;
mh	o	Lmh;	MATCH	Lnet/minecraft/server/EnumArt;
mh	p	Lmh;	BUST	Lnet/minecraft/server/EnumArt;
mh	q	Lmh;	STAGE	Lnet/minecraft/server/EnumArt;
mh	r	Lmh;	VOID	Lnet/minecraft/server/EnumArt;
mh	s	Lmh;	SKULL_AND_ROSES	Lnet/minecraft/server/EnumArt;
mh	t	Lmh;	WITHER	Lnet/minecraft/server/EnumArt;
mh	u	Lmh;	FIGHTERS	Lnet/minecraft/server/EnumArt;
mh	v	Lmh;	POINTER	Lnet/minecraft/server/EnumArt;
mh	w	Lmh;	PIGSCENE	Lnet/minecraft/server/EnumArt;
mh	x	Lmh;	BURNINGSKULL	Lnet/minecraft/server/EnumArt;
mh	y	Lmh;	SKELETON	Lnet/minecraft/server/EnumArt;
mh	z	Lmh;	DONKEYKONG	Lnet/minecraft/server/EnumArt;
mh	A	I	A	I
mh	B	Ljava/lang/String;	B	Ljava/lang/String;
mh	C	I	C	I
mh	D	I	D	I
mh	E	I	E	I
mh	F	I	F	I
mh	G	[Lmh;	G	[Lnet/minecraft/server/EnumArt;
mi	d	Lahe;	pathEntity	Lnet/minecraft/server/PathEntity;
mi	a_	Llq;	target	Lnet/minecraft/server/Entity;
mi	b	Z	b	Z
mi	c	I	c	I
mj	a	Ljava/util/HashMap;	a	Ljava/util/HashMap;
mj	b	Ljava/util/Map;	b	Ljava/util/Map;
mj	c	Z	c	Z
mj	d	Ljava/util/concurrent/locks/ReadWriteLock;	d	Ljava/util/concurrent/locks/ReadWriteLock;
mk	a	I	a	I
mk	b	I	b	I
mk	c	Ljava/lang/Object;	c	Ljava/lang/Object;
mk	d	Z	d	Z
ml	d	Loa;	d	Lnet/minecraft/server/PathfinderGoalSit;
mm	a	Lmd;	entity	Lnet/minecraft/server/EntityLiving;
mm	b	I	b	I
mm	c	F	c	F
mo	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
mo	b	Z	b	Z
mp	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
mp	b	F	b	F
mp	c	F	c	F
mp	d	Z	d	Z
mp	e	D	e	D
mp	f	D	f	D
mp	g	D	g	D
mq	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
mq	b	D	b	D
mq	c	D	c	D
mq	d	D	d	D
mq	e	F	e	F
mq	f	Z	f	Z
mr	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
mr	b	F	b	F
mr	c	F	c	F
mr	d	Llq;	d	Lnet/minecraft/server/Entity;
mr	e	F	e	F
mr	f	Lahe;	f	Lnet/minecraft/server/PathEntity;
mr	g	Lon;	g	Lnet/minecraft/server/Navigation;
mr	h	Ljava/lang/Class;	h	Ljava/lang/Class;
ms	a	Lpk;	a	Lnet/minecraft/server/EntityWolf;
ms	b	Lqx;	b	Lnet/minecraft/server/EntityHuman;
ms	c	Lxv;	c	Lnet/minecraft/server/World;
ms	d	F	d	F
ms	e	I	e	I
mt	i	I	i	I
mt	j	I	j	I
mu	d	Lox;	d	Lnet/minecraft/server/EntityAnimal;
mu	a	Lxv;	a	Lnet/minecraft/server/World;
mu	e	Lox;	e	Lnet/minecraft/server/EntityAnimal;
mu	b	I	b	I
mu	c	F	c	F
mv	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
mv	b	F	b	F
mv	c	F	c	F
mv	d	Z	d	Z
mv	e	I	e	I
mv	f	I	f	I
mw	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
mw	b	I	b	I
mw	c	I	c	I
mw	d	I	d	I
mw	e	Lajq;	e	Lnet/minecraft/server/BlockDoor;
mw	f	Z	f	Z
mw	g	F	g	F
mw	h	F	h	F
mx	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
mx	c	Lxv;	c	Lnet/minecraft/server/World;
mx	a	I	a	I
my	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
my	b	D	b	D
my	c	D	c	D
my	d	D	d	D
my	e	F	e	F
my	f	Lxv;	f	Lnet/minecraft/server/World;
mz	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
n	a	I	a	I
na	d	Lml;	d	Lnet/minecraft/server/EntityTameableAnimal;
