obf-class	obf-method	obf-signature	cb-method	cb-signature
tf	a	(I)I	filterData	(I)I
tf	a	([Ljava/lang/String;)Ltf;	a	([Ljava/lang/String;)Lnet/minecraft/server/ItemWithAuxData;
tf	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
tg	tg	(I)V	net.minecraft.server.ItemWorldMapBase	(I)V
tg	f	()Z	f	()Z
tg	c	(Lum;Lxv;Lqx;)Leg;	c	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/Packet;
th	th	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab	(ILjava/lang/String;)V
th	a	(Ljava/lang/String;)Lth;	a	(Ljava/lang/String;)Lnet/minecraft/server/CreativeModeTab;
th	h	()Lth;	h	()Lnet/minecraft/server/CreativeModeTab;
th	j	()Lth;	j	()Lnet/minecraft/server/CreativeModeTab;
th	{}	()V	{}	()V
ti	ti	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab1	(ILjava/lang/String;)V
tj	tj	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab2	(ILjava/lang/String;)V
tk	tk	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab3	(ILjava/lang/String;)V
tl	tl	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab4	(ILjava/lang/String;)V
tm	tm	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab5	(ILjava/lang/String;)V
tn	tn	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab6	(ILjava/lang/String;)V
to	to	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab7	(ILjava/lang/String;)V
tp	tp	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab8	(ILjava/lang/String;)V
tq	tq	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab9	(ILjava/lang/String;)V
tr	tr	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab10	(ILjava/lang/String;)V
ts	ts	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab11	(ILjava/lang/String;)V
tt	tt	(ILjava/lang/String;)V	net.minecraft.server.CreativeModeTab12	(ILjava/lang/String;)V
tu	tu	(IILul;[Lamj;)V	net.minecraft.server.ItemTool	(IILnet/minecraft/server/EnumToolMaterial;[Lnet/minecraft/server/Block;)V
tu	a	(Lum;Lamj;)F	getDestroySpeed	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/Block;)F
tu	a	(Lum;Lmd;Lmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityLiving;Lnet/minecraft/server/EntityLiving;)Z
tu	a	(Lum;Lxv;IIIILmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;IIIILnet/minecraft/server/EntityLiving;)Z
tu	a	(Llq;)I	a	(Lnet/minecraft/server/Entity;)I
tu	c	()I	c	()I
tu	g	()Ljava/lang/String;	g	()Ljava/lang/String;
tu	a	(Lum;Lum;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/ItemStack;)Z
tv	tv	(ILagb;)V	net.minecraft.server.ItemDoor	(ILnet/minecraft/server/Material;)V
tv	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
tv	a	(Lxv;IIIILamj;)V	place	(Lnet/minecraft/server/World;IIIILnet/minecraft/server/Block;)V
tw	tw	(I)V	net.minecraft.server.ItemDye	(I)V
tw	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
tw	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
tw	a	(Lum;Lmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityLiving;)Z
tw	{}	()V	{}	()V
tx	tx	(I)V	net.minecraft.server.ItemEgg	(I)V
tx	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
ty	ty	(I)V	net.minecraft.server.ItemMapEmpty	(I)V
ty	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
tz	tz	(I)V	net.minecraft.server.ItemEnderEye	(I)V
tz	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
tz	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
u	u	()V	net.minecraft.server.SharedConstants	()V
u	a	()Ljava/lang/String;	a	()Ljava/lang/String;
u	a	(C)Z	isAllowedChatCharacter	(C)Z
u	a	(Ljava/lang/String;)Ljava/lang/String;	a	(Ljava/lang/String;)Ljava/lang/String;
u	{}	()V	{}	()V
ua	ua	(I)V	net.minecraft.server.ItemEnderPearl	(I)V
ua	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
ub	ub	(I)V	net.minecraft.server.ItemExpBottle	(I)V
ub	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uc	uc	(I)V	net.minecraft.server.ItemFireball	(I)V
uc	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
ud	ud	(I)V	net.minecraft.server.ItemFishingRod	(I)V
ud	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
ue	ue	(I)V	net.minecraft.server.ItemFlintAndSteel	(I)V
ue	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
uf	uf	(IIFZ)V	net.minecraft.server.ItemFood	(IIFZ)V
uf	uf	(IIZ)V	net.minecraft.server.ItemFood	(IIZ)V
uf	b	(Lum;Lxv;Lqx;)Lum;	b	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uf	c	(Lum;Lxv;Lqx;)V	c	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)V
uf	a	(Lum;)I	a	(Lnet/minecraft/server/ItemStack;)I
uf	d_	(Lum;)Lvn;	d_	(Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/EnumAnimation;
uf	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uf	g	()I	getNutrition	()I
uf	h	()F	getSaturationModifier	()F
uf	i	()Z	i	()Z
uf	a	(IIIF)Luf;	a	(IIIF)Lnet/minecraft/server/ItemFood;
uf	j	()Luf;	j	()Lnet/minecraft/server/ItemFood;
ug	ug	(IIFZ)V	net.minecraft.server.ItemGoldenApple	(IIFZ)V
ug	c	(Lum;Lxv;Lqx;)V	c	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)V
uh	uh	(ILjava/lang/Class;)V	net.minecraft.server.ItemHanging	(ILjava/lang/Class;)V
uh	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
uh	a	(Lxv;IIII)Lmb;	a	(Lnet/minecraft/server/World;IIII)Lnet/minecraft/server/EntityHanging;
ui	ui	(ILul;)V	net.minecraft.server.ItemAxe	(ILnet/minecraft/server/EnumToolMaterial;)V
ui	a	(Lum;Lamj;)F	getDestroySpeed	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/Block;)F
ui	{}	()V	{}	()V
uj	uj	(ILul;)V	net.minecraft.server.ItemHoe	(ILnet/minecraft/server/EnumToolMaterial;)V
uj	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
uj	g	()Ljava/lang/String;	g	()Ljava/lang/String;
uk	uk	(I)V	net.minecraft.server.Item	(I)V
uk	c	(I)Luk;	c	(I)Lnet/minecraft/server/Item;
uk	d	(I)Luk;	d	(I)Lnet/minecraft/server/Item;
uk	b	(II)Luk;	b	(II)Lnet/minecraft/server/Item;
uk	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
uk	a	(Lum;Lamj;)F	getDestroySpeed	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/Block;)F
uk	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uk	b	(Lum;Lxv;Lqx;)Lum;	b	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uk	k	()I	getMaxStackSize	()I
uk	a	(I)I	filterData	(I)I
uk	l	()Z	l	()Z
uk	a	(Z)Luk;	a	(Z)Lnet/minecraft/server/Item;
uk	m	()I	getMaxDurability	()I
uk	e	(I)Luk;	setMaxDurability	(I)Lnet/minecraft/server/Item;
uk	n	()Z	n	()Z
uk	a	(Lum;Lmd;Lmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityLiving;Lnet/minecraft/server/EntityLiving;)Z
uk	a	(Lum;Lxv;IIIILmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;IIIILnet/minecraft/server/EntityLiving;)Z
uk	a	(Llq;)I	a	(Lnet/minecraft/server/Entity;)I
uk	a	(Lamj;)Z	canDestroySpecialBlock	(Lnet/minecraft/server/Block;)Z
uk	a	(Lum;Lmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityLiving;)Z
uk	o	()Luk;	o	()Lnet/minecraft/server/Item;
uk	b	(Ljava/lang/String;)Luk;	b	(Ljava/lang/String;)Lnet/minecraft/server/Item;
uk	g	(Lum;)Ljava/lang/String;	g	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
uk	a	()Ljava/lang/String;	getName	()Ljava/lang/String;
uk	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
uk	a	(Luk;)Luk;	a	(Lnet/minecraft/server/Item;)Lnet/minecraft/server/Item;
uk	h	(Lum;)Z	h	(Lnet/minecraft/server/ItemStack;)Z
uk	q	()Z	q	()Z
uk	r	()Luk;	r	()Lnet/minecraft/server/Item;
uk	s	()Z	s	()Z
uk	t	()Ljava/lang/String;	t	()Ljava/lang/String;
uk	i	(Lum;)Ljava/lang/String;	i	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
uk	a	(Lum;Lxv;Llq;IZ)V	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/Entity;IZ)V
uk	d	(Lum;Lxv;Lqx;)V	d	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)V
uk	f	()Z	f	()Z
uk	d_	(Lum;)Lvn;	d_	(Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/EnumAnimation;
uk	a	(Lum;)I	a	(Lnet/minecraft/server/ItemStack;)I
uk	a	(Lum;Lxv;Lqx;I)V	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;I)V
uk	c	(Ljava/lang/String;)Luk;	c	(Ljava/lang/String;)Lnet/minecraft/server/Item;
uk	u	()Ljava/lang/String;	u	()Ljava/lang/String;
uk	v	()Z	v	()Z
uk	j	(Lum;)Ljava/lang/String;	j	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
uk	k	(Lum;)Z	k	(Lnet/minecraft/server/ItemStack;)Z
uk	a	(Lxv;Lqx;Z)Lanz;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;Z)Lnet/minecraft/server/MovingObjectPosition;
uk	c	()I	c	()I
uk	a	(Lth;)Luk;	a	(Lnet/minecraft/server/CreativeModeTab;)Lnet/minecraft/server/Item;
uk	x	()Z	x	()Z
uk	a	(Lum;Lum;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/ItemStack;)Z
uk	{}	()V	{}	()V
ul	values	()[Lul;	values	()[Lnet/minecraft/server/EnumToolMaterial;
ul	valueOf	(Ljava/lang/String;)Lul;	valueOf	(Ljava/lang/String;)Lnet/minecraft/server/EnumToolMaterial;
ul	ul	(Ljava/lang/String;IIIFII)V	net.minecraft.server.EnumToolMaterial	(Ljava/lang/String;IIIFII)V
ul	a	()I	a	()I
ul	b	()F	b	()F
ul	c	()I	c	()I
ul	d	()I	d	()I
ul	e	()I	e	()I
ul	f	()I	f	()I
ul	{}	()V	{}	()V
um	um	(Lamj;)V	net.minecraft.server.ItemStack	(Lnet/minecraft/server/Block;)V
um	um	(Lamj;I)V	net.minecraft.server.ItemStack	(Lnet/minecraft/server/Block;I)V
um	um	(Lamj;II)V	net.minecraft.server.ItemStack	(Lnet/minecraft/server/Block;II)V
um	um	(Luk;)V	net.minecraft.server.ItemStack	(Lnet/minecraft/server/Item;)V
um	um	(Luk;I)V	net.minecraft.server.ItemStack	(Lnet/minecraft/server/Item;I)V
um	um	(Luk;II)V	net.minecraft.server.ItemStack	(Lnet/minecraft/server/Item;II)V
um	um	(III)V	net.minecraft.server.ItemStack	(III)V
um	a	(Lbq;)Lum;	a	(Lnet/minecraft/server/NBTTagCompound;)Lnet/minecraft/server/ItemStack;
um	um	()V	net.minecraft.server.ItemStack	()V
um	a	(I)Lum;	a	(I)Lnet/minecraft/server/ItemStack;
um	b	()Luk;	getItem	()Lnet/minecraft/server/Item;
um	a	(Lqx;Lxv;IIIIFFF)Z	placeItem	(Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
um	a	(Lamj;)F	a	(Lnet/minecraft/server/Block;)F
um	a	(Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
um	b	(Lxv;Lqx;)Lum;	b	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
um	b	(Lbq;)Lbq;	save	(Lnet/minecraft/server/NBTTagCompound;)Lnet/minecraft/server/NBTTagCompound;
um	c	(Lbq;)V	c	(Lnet/minecraft/server/NBTTagCompound;)V
um	d	()I	getMaxStackSize	()I
um	e	()Z	isStackable	()Z
um	f	()Z	f	()Z
um	g	()Z	usesData	()Z
um	h	()Z	h	()Z
um	i	()I	i	()I
um	j	()I	getData	()I
um	b	(I)V	setData	(I)V
um	k	()I	k	()I
um	a	(ILmd;)V	damage	(ILnet/minecraft/server/EntityLiving;)V
um	a	(Lmd;Lqx;)V	a	(Lnet/minecraft/server/EntityLiving;Lnet/minecraft/server/EntityHuman;)V
um	a	(Lxv;IIIILqx;)V	a	(Lnet/minecraft/server/World;IIIILnet/minecraft/server/EntityHuman;)V
um	a	(Llq;)I	a	(Lnet/minecraft/server/Entity;)I
um	b	(Lamj;)Z	b	(Lnet/minecraft/server/Block;)Z
um	a	(Lmd;)Z	a	(Lnet/minecraft/server/EntityLiving;)Z
um	l	()Lum;	cloneItemStack	()Lnet/minecraft/server/ItemStack;
um	a	(Lum;Lum;)Z	equals	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/ItemStack;)Z
um	b	(Lum;Lum;)Z	matches	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/ItemStack;)Z
um	d	(Lum;)Z	d	(Lnet/minecraft/server/ItemStack;)Z
um	a	(Lum;)Z	doMaterialsMatch	(Lnet/minecraft/server/ItemStack;)Z
um	a	()Ljava/lang/String;	a	()Ljava/lang/String;
um	b	(Lum;)Lum;	b	(Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
um	toString	()Ljava/lang/String;	toString	()Ljava/lang/String;
um	a	(Lxv;Llq;IZ)V	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/Entity;IZ)V
um	a	(Lxv;Lqx;I)V	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;I)V
um	m	()I	m	()I
um	n	()Lvn;	n	()Lnet/minecraft/server/EnumAnimation;
um	b	(Lxv;Lqx;I)V	b	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;I)V
um	o	()Z	hasTag	()Z
um	p	()Lbq;	getTag	()Lnet/minecraft/server/NBTTagCompound;
um	q	()Lby;	getEnchantments	()Lnet/minecraft/server/NBTTagList;
um	d	(Lbq;)V	setTag	(Lnet/minecraft/server/NBTTagCompound;)V
um	r	()Ljava/lang/String;	r	()Ljava/lang/String;
um	c	(Ljava/lang/String;)V	c	(Ljava/lang/String;)V
um	s	()Z	s	()Z
um	v	()Z	v	()Z
um	a	(Lww;I)V	addEnchantment	(Lnet/minecraft/server/Enchantment;I)V
um	w	()Z	hasEnchantments	()Z
um	a	(Ljava/lang/String;Lcd;)V	a	(Ljava/lang/String;Lnet/minecraft/server/NBTBase;)V
um	x	()Z	x	()Z
um	y	()Z	y	()Z
um	a	(Lmc;)V	a	(Lnet/minecraft/server/EntityItemFrame;)V
um	z	()Lmc;	z	()Lnet/minecraft/server/EntityItemFrame;
um	A	()I	getRepairCost	()I
um	c	(I)V	setRepairCost	(I)V
un	un	(I)V	net.minecraft.server.ItemLeaves	(I)V
un	a	(I)I	filterData	(I)I
un	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
uo	uo	(I)V	net.minecraft.server.ItemWorldMap	(I)V
uo	a	(Lum;Lxv;)Lahg;	getSavedMap	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;)Lnet/minecraft/server/WorldMap;
uo	a	(Lxv;Llq;Lahg;)V	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/Entity;Lnet/minecraft/server/WorldMap;)V
uo	a	(Lum;Lxv;Llq;IZ)V	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/Entity;IZ)V
uo	c	(Lum;Lxv;Lqx;)Leg;	c	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/Packet;
uo	d	(Lum;Lxv;Lqx;)V	d	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)V
up	up	(I)V	net.minecraft.server.ItemMilkBucket	(I)V
up	b	(Lum;Lxv;Lqx;)Lum;	b	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
up	a	(Lum;)I	a	(Lnet/minecraft/server/ItemStack;)I
up	d_	(Lum;)Lvn;	d_	(Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/EnumAnimation;
up	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uq	uq	(II)V	net.minecraft.server.ItemMinecart	(II)V
uq	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
ur	ur	(I)V	net.minecraft.server.ItemMonsterEgg	(I)V
ur	j	(Lum;)Ljava/lang/String;	j	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
ur	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
ur	a	(Lxv;IDDD)Llq;	a	(Lnet/minecraft/server/World;IDDD)Lnet/minecraft/server/Entity;
us	us	(ILamj;[Ljava/lang/String;)V	net.minecraft.server.ItemMultiTexture	(ILnet/minecraft/server/Block;[Ljava/lang/String;)V
us	a	(I)I	filterData	(I)I
us	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
ut	ut	(ILul;)V	net.minecraft.server.ItemPickaxe	(ILnet/minecraft/server/EnumToolMaterial;)V
ut	a	(Lamj;)Z	canDestroySpecialBlock	(Lnet/minecraft/server/Block;)Z
ut	a	(Lum;Lamj;)F	getDestroySpeed	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/Block;)F
ut	{}	()V	{}	()V
uu	uu	(I)V	net.minecraft.server.ItemPiston	(I)V
uu	a	(I)I	filterData	(I)I
uv	uv	(I)V	net.minecraft.server.ItemPotion	(I)V
uv	l	(Lum;)Ljava/util/List;	l	(Lnet/minecraft/server/ItemStack;)Ljava/util/List;
uv	f	(I)Ljava/util/List;	f	(I)Ljava/util/List;
uv	b	(Lum;Lxv;Lqx;)Lum;	b	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uv	a	(Lum;)I	a	(Lnet/minecraft/server/ItemStack;)I
uv	d_	(Lum;)Lvn;	d_	(Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/EnumAnimation;
uv	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
uv	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
uv	g	(I)Z	g	(I)Z
uv	j	(Lum;)Ljava/lang/String;	j	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
uv	{}	()V	{}	()V
ux	ux	(ILjava/lang/String;)V	net.minecraft.server.ItemRecord	(ILjava/lang/String;)V
ux	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
ux	{}	()V	{}	()V
uy	uy	(I)V	net.minecraft.server.ItemRedstone	(I)V
uy	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
uz	uz	(I)V	net.minecraft.server.ItemSaddle	(I)V
uz	a	(Lum;Lmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityLiving;)Z
uz	a	(Lum;Lmd;Lmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityLiving;Lnet/minecraft/server/EntityLiving;)Z
v	a	(Laa;ILjava/lang/String;[Ljava/lang/Object;)V	a	(Lnet/minecraft/server/ICommandListener;ILjava/lang/String;[Ljava/lang/Object;)V
vb	vb	(IIFII)V	net.minecraft.server.ItemSeedFood	(IIFII)V
vb	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
vc	vc	(III)V	net.minecraft.server.ItemSeeds	(III)V
vc	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
vd	vd	(I)V	net.minecraft.server.ItemShears	(I)V
vd	a	(Lum;Lxv;IIIILmd;)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;IIIILnet/minecraft/server/EntityLiving;)Z
vd	a	(Lamj;)Z	canDestroySpecialBlock	(Lnet/minecraft/server/Block;)Z
vd	a	(Lum;Lamj;)F	getDestroySpeed	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/Block;)F
ve	ve	(ILul;)V	net.minecraft.server.ItemSpade	(ILnet/minecraft/server/EnumToolMaterial;)V
ve	a	(Lamj;)Z	canDestroySpecialBlock	(Lnet/minecraft/server/Block;)Z
ve	{}	()V	{}	()V
vf	vf	(I)V	net.minecraft.server.ItemSign	(I)V
vf	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
vg	vg	(I)V	net.minecraft.server.ItemNetherStar	(I)V
vh	vh	(I)V	net.minecraft.server.ItemSkull	(I)V
vh	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
vh	a	(I)I	filterData	(I)I
vh	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
vh	j	(Lum;)Ljava/lang/String;	j	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
vh	{}	()V	{}	()V
vi	vi	(I)V	net.minecraft.server.ItemSnowball	(I)V
vi	a	(Lum;Lxv;Lqx;)Lum;	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;)Lnet/minecraft/server/ItemStack;
vk	vk	(ILake;Lake;Z)V	net.minecraft.server.ItemStep	(ILnet/minecraft/server/BlockStepAbstract;Lnet/minecraft/server/BlockStepAbstract;Z)V
vk	a	(I)I	filterData	(I)I
vk	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
vk	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
vk	a	(Lum;Lqx;Lxv;IIII)Z	a	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIII)Z
vl	vl	(I)V	net.minecraft.server.ItemBlock	(I)V
vl	g	()I	g	()I
vl	a	(Lum;Lqx;Lxv;IIIIFFF)Z	interactWith	(Lnet/minecraft/server/ItemStack;Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;IIIIFFF)Z
vl	c_	(Lum;)Ljava/lang/String;	c_	(Lnet/minecraft/server/ItemStack;)Ljava/lang/String;
